x1,x2,x3,x4,x5,x6,x7,x8,x9
0.5,0.8689655172413792,0.8608695652173914,0.3300970873786408,0.4310253231804498,0.429388029589778,0.36739469578783146,0.2984554060787245,0.3076923076923077
0.5,0.7862068965517242,0.791304347826087,0.3495145631067961,0.5728705507349034,0.5248823133826496,0.5015600624024961,0.4643746885899353,0.4230769230769231
0.5,0.6275862068965516,0.6347826086956522,0.2524271844660194,0.35381618558526645,0.22797579018157363,0.35179407176287053,0.2625809666168411,0.6153846153846154
1.0,0.5724137931034482,0.5565217391304348,0.24271844660194175,0.19213741809810517,0.18695359784801616,0.17862714508580343,0.1280518186347783,0.2692307692307692
0.5,0.593103448275862,0.5739130434782609,0.22330097087378642,0.21746059854790153,0.16274377942165433,0.16692667706708267,0.20777279521674144,0.38461538461538464
0.0,0.7931034482758621,0.782608695652174,0.36893203883495146,0.4505046927572162,0.39609952925353054,0.3580343213728549,0.38814150473343306,0.38461538461538464
0.0,0.8551724137931034,0.8521739130434784,0.3592233009708738,0.5558703736497255,0.4462004034969737,0.5975039001560062,0.44743398106626814,0.46153846153846156
1.0,0.39310344827586197,0.382608695652174,0.18446601941747573,0.07614662652735965,0.05581708137188971,0.06708268330733229,0.08819133034379673,0.23076923076923078
0.5,0.5172413793103448,0.5043478260869565,0.23300970873786406,0.14680361253763058,0.11062542030934767,0.14742589703588144,0.133034379671151,0.3076923076923077
1.0,0.489655172413793,0.5130434782608696,0.20388349514563106,0.1289180095625996,0.11398789509078681,0.13260530421216848,0.10812157448928751,0.19230769230769232
0.5,0.7517241379310344,0.8434782608695653,0.32038834951456313,0.40269169470515315,0.33523873570948215,0.3790951638065522,0.3542600896860987,0.38461538461538464
0.5,0.47586206896551714,0.47826086956521746,0.24271844660194175,0.16327253408889675,0.12441156691324814,0.17082683307332294,0.14299950174389636,0.34615384615384615
0.0,0.7241379310344827,0.6956521739130436,0.30097087378640774,0.33398264565255886,0.292871553463349,0.3244929797191887,0.247633283507723,0.2692307692307692
1.0,0.3586206896551724,0.33913043478260874,0.18446601941747573,0.06481317513724101,0.05279085406859448,0.07644305772230889,0.05331340308918785,0.2692307692307692
0.0,0.6689655172413793,0.6260869565217392,0.2815533980582524,0.3010448025500265,0.2885003362474781,0.29329173166926675,0.20279023418036873,0.2692307692307692
0.0,0.7655172413793103,0.782608695652174,0.4368932038834951,0.5394014520984594,0.37592468056489575,0.5195007800312013,0.4469357249626309,0.5384615384615384
0.5,0.7310344827586206,0.7391304347826088,0.2718446601941748,0.35027448202585443,0.3177538668459986,0.3650546021840873,0.2376681614349776,0.2692307692307692
0.5,0.8275862068965517,0.8695652173913044,0.39805825242718446,0.6810695944749424,0.4788164088769334,0.5577223088923556,0.45042351768809175,0.46153846153846156
0.0,0.7655172413793103,0.7565217391304349,0.36893203883495146,0.41632725340888965,0.33120376597175516,0.5241809672386896,0.2825112107623319,0.38461538461538464
0.5,0.7034482758620689,0.6956521739130436,0.32038834951456313,0.3527536745174429,0.23133826496301274,0.38845553822152884,0.31240657698056806,0.4230769230769231
0.5,0.7103448275862069,0.6869565217391305,0.3106796116504854,0.3180449796352045,0.24008069939475452,0.24258970358814352,0.31240657698056806,0.6923076923076923
0.0,0.675862068965517,0.6869565217391305,0.2718446601941748,0.35540995218700194,0.253866845998655,0.3798751950078003,0.2625809666168411,0.4230769230769231
0.0,0.806896551724138,0.791304347826087,0.32038834951456313,0.5792456171418452,0.5161398789509078,0.5522620904836193,0.3896362730443449,0.5
1.0,0.31034482758620685,0.3043478260869566,0.1650485436893204,0.040729590933238885,0.03295225285810356,0.0265210608424337,0.03986048829098157,0.19230769230769232
0.0,0.7655172413793103,0.7391304347826088,0.2912621359223301,0.4166814237648309,0.34801613987895086,0.3861154446177847,0.32087693074240164,0.2692307692307692
1.0,0.5862068965517241,0.5652173913043479,0.21359223300970873,0.1742518151230742,0.14593140551445863,0.13962558502340092,0.13054309915296464,0.23076923076923078
0.0,0.675862068965517,0.6260869565217392,0.24271844660194175,0.23552328670090314,0.20242098184263616,0.24024960998439937,0.18285999003487796,0.23076923076923078
0.0,0.47586206896551714,0.4869565217391305,0.22330097087378642,0.12998052063042323,0.11432414256893074,0.10998439937597503,0.1180866965620329,0.2692307692307692
1.0,0.289655172413793,0.2782608695652174,0.11650485436893203,0.032406587568620505,0.020174848688634832,0.035101404056162244,0.028400597907324368,0.19230769230769232
0.5,0.9379310344827586,0.9913043478260869,0.4077669902912621,0.8864884009208429,0.8039677202420982,0.7995319812792513,0.6746387643248631,0.38461538461538464
0.0,0.7172413793103448,0.7391304347826088,0.2718446601941748,0.3224721090844696,0.27471418964357763,0.28393135725429014,0.28649725959143,0.3076923076923077
1.0,0.39310344827586197,0.382608695652174,0.21359223300970873,0.08199043740038958,0.0632145258910558,0.08112324492979718,0.08320876930742403,0.34615384615384615
0.5,0.7379310344827585,0.7565217391304349,0.3300970873786408,0.41632725340888965,0.3796234028244788,0.37129485179407173,0.29247633283507724,0.5384615384615384
0.5,0.9103448275862068,0.9478260869565217,0.42718446601941745,0.9041969187179034,0.761600537995965,0.6856474258970359,0.5964125560538118,0.38461538461538464
0.5,0.5379310344827586,0.5130434782608696,0.24271844660194175,0.1700017708517797,0.15400134498991258,0.16458658346333851,0.10762331838565024,0.19230769230769232
0.5,0.5517241379310344,0.5304347826086957,0.24271844660194175,0.15760580839383742,0.11331540013449899,0.12558502340093602,0.1380169407075237,0.3076923076923077
0.0,0.7862068965517242,0.7391304347826088,0.2912621359223301,0.42146272357003717,0.40652320107599194,0.4040561622464899,0.2825112107623319,0.3076923076923077
0.5,0.7448275862068965,0.7478260869565218,0.3106796116504854,0.4092438462900655,0.33591123066576994,0.38845553822152884,0.31240657698056806,0.34615384615384615
1.0,0.40689655172413786,0.382608695652174,0.1553398058252427,0.08163626704444837,0.061869535978480154,0.08658346333853353,0.07025411061285501,0.19230769230769232
1.0,0.1793103448275862,0.14782608695652177,0.0970873786407767,0.015583495661413139,0.01042367182246133,0.01794071762870515,0.011958146487294471,0.19230769230769232
0.5,0.7931034482758621,0.8,0.4174757281553398,0.5298388524880467,0.378614660390047,0.5031201248049922,0.4220229197807674,0.5769230769230769
0.5,0.7586206896551724,0.6782608695652175,0.3106796116504854,0.385337347264034,0.30867518493611296,0.4617784711388455,0.3014449427005481,0.38461538461538464
1.0,0.1379310344827586,0.12173913043478263,0.0970873786407767,0.0076146626527359654,0.004707464694014795,0.0046801872074883,0.006477329347284506,0.15384615384615385
0.0,0.7379310344827585,0.7217391304347827,0.3106796116504854,0.3612537630600319,0.3012777404169469,0.3650546021840873,0.29197807673144,0.3076923076923077
0.0,0.5655172413793103,0.5478260869565218,0.2718446601941748,0.202054188064459,0.13651647612642903,0.21996879875195005,0.17289486796213255,0.34615384615384615
0.0,0.6413793103448275,0.6260869565217392,0.3300970873786408,0.31060740216043914,0.2273032952252858,0.3237129485179407,0.2526158445440957,0.34615384615384615
0.5,0.44827586206896547,0.4695652173913044,0.23300970873786406,0.11209491765539224,0.0894418291862811,0.0873634945397816,0.09317389138016942,0.2692307692307692
1.0,0.593103448275862,0.6086956521739132,0.2524271844660194,0.21232512838675402,0.20208473436449226,0.17082683307332294,0.17787742899850525,0.2692307692307692
1.0,0.40689655172413786,0.39130434782608703,0.18446601941747573,0.10076146626527359,0.10053799596503026,0.10686427457098284,0.07772795216741406,0.23076923076923078
0.5,0.5034482758620689,0.5217391304347826,0.22330097087378642,0.14627235700371877,0.10591795561533288,0.1435257410296412,0.12904833084205283,0.38461538461538464
1.0,0.6137931034482758,0.6173913043478261,0.2815533980582524,0.22808570922613777,0.1987222595830531,0.24804992199687986,0.1629297458893872,0.3076923076923077
0.0,0.7310344827586206,0.7304347826086957,0.3398058252427184,0.4428900301044802,0.3742434431741762,0.47581903276131043,0.3403089187842552,0.3076923076923077
1.0,0.3586206896551724,0.3478260869565218,0.1650485436893204,0.06251106782362316,0.04707464694014794,0.062402496099843996,0.05331340308918785,0.3076923076923077
0.5,0.8275862068965517,0.8173913043478263,0.30097087378640774,0.5229325305471931,0.421654337592468,0.5304212168486739,0.41704035874439466,0.3076923076923077
0.5,0.44827586206896547,0.42608695652173917,0.22330097087378642,0.10642819196033292,0.08910558170813719,0.0717628705148206,0.09167912306925761,0.2692307692307692
1.0,0.5310344827586206,0.5130434782608696,0.20388349514563106,0.13051177616433504,0.10524546065904505,0.11934477379095164,0.11210762331838567,0.3076923076923077
1.0,0.6137931034482758,0.5652173913043479,0.2718446601941748,0.18523109615725164,0.1186953597848016,0.17862714508580343,0.18285999003487796,0.38461538461538464
0.0,0.6896551724137929,0.6608695652173914,0.2912621359223301,0.2843987958207898,0.1963685272360457,0.25273010920436817,0.2675635276532138,0.6153846153846154
0.5,0.5724137931034482,0.5478260869565218,0.22330097087378642,0.19089782185231097,0.11432414256893074,0.18252730109204365,0.18285999003487796,0.38461538461538464
1.0,0.49655172413793097,0.49565217391304356,0.21359223300970873,0.1336993093678059,0.09986550100874242,0.13182527301092045,0.1180866965620329,0.2692307692307692
0.0,0.26206896551724135,0.2521739130434783,0.1262135922330097,0.029041969187179034,0.02219233355749832,0.015600624024960999,0.028400597907324368,0.23076923076923078
0.0,0.3999999999999999,0.4,0.1650485436893204,0.07738622277315388,0.05682582380632145,0.07956318252730109,0.06826108619830594,0.3076923076923077
0.0,0.7034482758620689,0.7565217391304349,0.3592233009708738,0.4140251460952718,0.3503698722259583,0.39469578783151327,0.3323368211260589,0.34615384615384615
0.5,0.6413793103448275,0.6608695652173914,0.3398058252427184,0.31521161678767484,0.21587088096839271,0.2706708268330733,0.3323368211260589,0.46153846153846156
1.0,0.8965517241379309,0.8608695652173914,0.42718446601941745,0.7251638037896229,0.519502353732347,0.6864274570982839,0.6512207274539115,0.34615384615384615
1.0,0.4137931034482758,0.3304347826086957,0.1941747572815534,0.13883477952895343,0.11096166778749159,0.14118564742589704,0.11061285500747386,0.19230769230769232
